,date1,date2,date_diff,ncc
232,2020-02-25 22:16:01.024,2021-08-23 22:15:59.024,544,0.6367791156107997
233,2020-02-25 22:16:01.024,2021-09-02 22:15:59.024,554,0.7037631346250686
242,2020-03-11 22:15:59.024,2021-02-19 22:16:01.024,345,0.3928818900326714
243,2020-03-11 22:15:59.024,2021-03-16 22:16:09.024,370,0.518385241437478
244,2020-03-11 22:15:59.024,2021-07-24 22:16:09.024,500,0.3415747782995705
245,2020-03-11 22:15:59.024,2021-08-23 22:15:59.024,530,0.42563945316373
246,2020-03-11 22:15:59.024,2021-09-02 22:15:59.024,540,0.48044557244147906
255,2020-04-10 22:15:59.024,2021-03-16 22:16:09.024,340,0.922462457836381
256,2020-04-10 22:15:59.024,2021-07-24 22:16:09.024,470,0.6840035174556526
257,2020-04-10 22:15:59.024,2021-08-23 22:15:59.024,500,0.8009894233596841
258,2020-04-10 22:15:59.024,2021-09-02 22:15:59.024,510,0.8855268467883768
267,2020-04-25 22:16:11.024,2021-07-24 22:16:09.024,454,0.6858470637903514
268,2020-04-25 22:16:11.024,2021-08-23 22:15:59.024,484,0.7014154165071061
269,2020-04-25 22:16:11.024,2021-09-02 22:15:59.024,494,0.765744646586131
277,2020-05-20 22:16:09.024,2021-07-24 22:16:09.024,430,0.7895209151290294
278,2020-05-20 22:16:09.024,2021-08-23 22:15:59.024,459,0.6727667974644492
279,2020-05-20 22:16:09.024,2021-09-02 22:15:59.024,469,0.7159456828047616
286,2020-07-09 22:16:09.024,2021-07-24 22:16:09.024,380,0.34469805298801
287,2020-07-09 22:16:09.024,2021-08-23 22:15:59.024,409,0.2990930028446248
288,2020-07-09 22:16:09.024,2021-09-02 22:15:59.024,419,0.28743513608223265
294,2020-08-03 22:16:11.024,2021-07-24 22:16:09.024,354,0.6991071238580159
295,2020-08-03 22:16:11.024,2021-08-23 22:15:59.024,384,0.6862529747570247
296,2020-08-03 22:16:11.024,2021-09-02 22:15:59.024,394,0.7048895134226444
302,2020-09-07 22:16:09.024,2021-08-23 22:15:59.024,349,0.8429983738501934
303,2020-09-07 22:16:09.024,2021-09-02 22:15:59.024,359,0.9365729020928146
