date1,date2,date_diff,ncc
2018-10-18 22:15:59.024,2020-03-11 22:15:59.024,510,0.2782729575707616
2018-10-18 22:15:59.024,2020-04-10 22:15:59.024,540,0.1379439788906244
2018-10-18 22:15:59.024,2020-04-25 22:16:11.024,555,0.10273247233750266
2018-10-18 22:15:59.024,2020-05-20 22:16:09.024,580,0.1653948076575562
2018-10-18 22:15:59.024,2020-07-09 22:16:09.024,630,0.17378906891968457
2018-10-18 22:15:59.024,2020-08-03 22:16:11.024,655,0.14324638605219495
2018-10-18 22:15:59.024,2020-09-07 22:16:09.024,690,0.19876451053237465
2018-10-18 22:15:59.024,2021-01-25 22:16:09.024,830,0.43925807044541343
2018-10-18 22:15:59.024,2021-01-30 22:16:01.024,835,0.3858556927887472
2018-10-18 22:15:59.024,2021-02-19 22:16:01.024,855,0.26313748109364227
2018-10-18 22:15:59.024,2021-03-16 22:16:09.024,880,0.16360803048918915
2018-10-18 22:15:59.024,2021-07-24 22:16:09.024,1010,0.15660718203610807
2018-10-18 22:15:59.024,2021-08-23 22:15:59.024,1040,0.09794863573341382
2018-10-18 22:15:59.024,2021-09-02 22:15:59.024,1050,0.14099515661886566
2019-02-25 22:15:59.024,2020-02-25 22:16:01.024,365,0.4956703966307238
2019-02-25 22:15:59.024,2020-03-11 22:15:59.024,380,0.5885059858845444
2019-02-25 22:15:59.024,2020-04-10 22:15:59.024,410,0.23612918851072637
2019-02-25 22:15:59.024,2020-04-25 22:16:11.024,425,0.19851645609475094
2019-02-25 22:15:59.024,2020-05-20 22:16:09.024,450,0.3275832187967778
2019-02-25 22:15:59.024,2020-07-09 22:16:09.024,500,0.30970043485111315
2019-02-25 22:15:59.024,2020-08-03 22:16:11.024,525,0.26126105756565077
2019-02-25 22:15:59.024,2020-09-07 22:16:09.024,560,0.2204830774698178
2019-02-25 22:15:59.024,2021-01-25 22:16:09.024,700,0.604746032856607
2019-02-25 22:15:59.024,2021-01-30 22:16:01.024,705,0.5597827070794323
2019-02-25 22:15:59.024,2021-02-19 22:16:01.024,725,0.4648503723891491
2019-02-25 22:15:59.024,2021-03-16 22:16:09.024,750,0.26482480966989724
2019-02-25 22:15:59.024,2021-07-24 22:16:09.024,880,0.2922652313538649
2019-02-25 22:15:59.024,2021-08-23 22:15:59.024,910,0.1593083598554511
2019-02-25 22:15:59.024,2021-09-02 22:15:59.024,920,0.1942264614114778
2019-03-02 22:16:01.024,2020-02-25 22:16:01.024,360,0.5584428787801244
2019-03-02 22:16:01.024,2020-03-11 22:15:59.024,374,0.6880712252967978
2019-03-02 22:16:01.024,2020-04-10 22:15:59.024,404,0.23227393756551837
2019-03-02 22:16:01.024,2020-04-25 22:16:11.024,420,0.20006261998790062
2019-03-02 22:16:01.024,2020-05-20 22:16:09.024,445,0.3469751567212882
2019-03-02 22:16:01.024,2020-07-09 22:16:09.024,495,0.3432465153267491
2019-03-02 22:16:01.024,2020-08-03 22:16:11.024,520,0.2707096863559073
2019-03-02 22:16:01.024,2020-09-07 22:16:09.024,555,0.191143044299962
2019-03-02 22:16:01.024,2021-01-25 22:16:09.024,695,0.6295112038593472
2019-03-02 22:16:01.024,2021-01-30 22:16:01.024,700,0.5795648735806799
2019-03-02 22:16:01.024,2021-02-19 22:16:01.024,720,0.4085513810003529
2019-03-02 22:16:01.024,2021-03-16 22:16:09.024,745,0.2402238500492818
2019-03-02 22:16:01.024,2021-07-24 22:16:09.024,875,0.305230779124768
2019-03-02 22:16:01.024,2021-08-23 22:15:59.024,904,0.16684362549699563
2019-03-02 22:16:01.024,2021-09-02 22:15:59.024,914,0.17328568829944285
2019-10-03 22:15:59.024,2020-09-07 22:16:09.024,340,0.1896237468984676
2019-10-03 22:15:59.024,2021-01-25 22:16:09.024,480,0.40006433458360313
2019-10-03 22:15:59.024,2021-01-30 22:16:01.024,485,0.32306711876420974
2019-10-03 22:15:59.024,2021-02-19 22:16:01.024,505,0.22818691766565
